,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
430,2013-12-18,2,72,0,0
431,2013-12-19,1,0,0,0
432,2013-12-20,1,0,0,0
433,2013-12-21,1,72,0,0
434,2013-12-23,3,0,0,0
435,2013-12-24,2,32,0,0
436,2013-12-25,1,0,0,0
437,2013-12-26,3,0,0,0
438,2013-12-27,2,0,0,0
439,2013-12-28,1,0,0,0
440,2013-12-29,1,0,0,0
441,2013-12-30,2,20,0,0
442,2013-12-31,1,0,0,0
443,2014-01-01,2,36,0,0
444,2014-01-02,1,0,0,0
445,2014-01-04,1,0,0,0
446,2014-01-06,3,240,30,60
447,2014-01-07,1,0,0,0
448,2014-01-08,2,0,0,0
449,2014-01-09,2,0,0,0
450,2014-01-10,2,0,0,0
451,2014-01-13,1,0,0,0
452,2014-01-14,1,0,0,0
453,2014-01-16,1,0,0,0
454,2014-01-18,1,0,0,0
455,2014-01-20,2,0,0,0
456,2014-01-21,3,0,0,0
457,2014-01-22,1,45,0,0
458,2014-01-24,1,0,0,0
459,2014-01-25,1,0,0,0
460,2014-01-27,3,0,0,0
461,2014-01-30,3,0,0,0
462,2014-01-31,1,0,0,0
463,2014-02-02,1,0,0,0
464,2014-02-03,1,0,20,30
465,2014-02-04,1,0,0,0
466,2014-02-05,1,0,0,0
467,2014-02-07,1,0,0,0
468,2014-02-08,1,0,0,0
469,2014-02-10,2,0,0,0
470,2014-02-11,2,0,0,0
471,2014-02-12,3,0,0,0
472,2014-02-15,1,0,0,0
473,2014-02-17,2,0,0,0
474,2014-02-18,2,80,40,0
475,2014-02-19,2,0,0,0
476,2014-02-20,2,0,0,0
477,2014-02-21,4,0,0,0
478,2014-02-24,1,0,0,0
479,2014-02-25,4,12,0,0
480,2014-02-26,1,0,0,0
481,2014-02-27,2,20,0,0
482,2014-02-28,6,16,0,0
483,2014-03-02,1,0,0,0
484,2014-03-03,3,0,0,0
485,2014-03-04,3,28,0,0
486,2014-03-05,3,0,0,0
487,2014-03-06,2,0,0,0
488,2014-03-08,1,70,0,0
489,2014-03-09,1,72,9,9
490,2014-03-10,1,0,0,0
491,2014-03-11,3,72,0,0
492,2014-03-12,5,12,0,0
493,2014-03-13,2,0,0,0
494,2014-03-14,2,0,0,0
495,2014-03-15,2,36,8,0
496,2014-03-16,1,144,20,0
497,2014-03-17,2,0,0,0
498,2014-03-18,1,0,0,0
499,2014-03-19,4,4,0,0
500,2014-03-20,5,0,0,0
501,2014-03-21,1,9,0,0
502,2014-03-22,2,0,0,0
503,2014-03-23,1,50,12,0
504,2014-03-24,3,0,0,0
505,2014-03-25,2,24,0,0
506,2014-03-26,1,0,0,0
507,2014-03-27,8,54,6,0
508,2014-03-28,4,42,0,8
509,2014-03-29,1,0,0,0
510,2014-03-30,1,64,48,48
511,2014-03-31,1,0,0,0
512,2014-04-01,3,60,0,0
513,2014-04-02,5,16,0,0
514,2014-04-03,1,8,0,0
515,2014-04-04,3,0,0,0
516,2014-04-05,1,0,0,0
517,2014-04-06,1,48,0,0
518,2014-04-07,1,0,0,0
519,2014-04-08,3,0,0,0
520,2014-04-10,4,0,2,0
521,2014-04-11,4,80,0,0
522,2014-04-12,1,0,0,0
523,2014-04-13,1,0,0,0
524,2014-04-14,3,0,0,0
525,2014-04-15,5,0,0,0
526,2014-04-16,4,0,0,0
527,2014-04-17,2,96,12,0
528,2014-04-18,2,0,0,0
529,2014-04-19,2,0,0,0
530,2014-04-20,1,144,18,0
531,2014-04-21,2,0,0,0
532,2014-04-22,1,0,0,0
533,2014-04-23,2,0,0,0
534,2014-04-24,4,85,0,0
535,2014-04-25,3,32,0,0
536,2014-04-26,3,0,0,0
537,2014-04-27,2,50,40,20
538,2014-04-28,3,0,0,0
539,2014-04-29,2,66,32,12
540,2014-04-30,1,18,0,0
541,2014-05-02,1,0,0,0
542,2014-05-05,1,0,0,0
543,2014-05-06,4,16,8,0
544,2014-05-08,2,300,60,0
545,2014-05-09,2,0,0,0
546,2014-05-10,1,120,50,0
547,2014-05-11,1,0,0,0
548,2014-05-12,3,120,0,0
549,2014-05-13,2,0,0,0
550,2014-05-14,2,4,0,0
551,2014-05-15,2,0,0,0
552,2014-05-16,2,0,0,0
553,2014-05-17,3,80,0,0
554,2014-05-18,2,60,0,0
555,2014-05-19,6,0,0,0
556,2014-05-20,2,0,0,0
557,2014-05-22,2,0,0,0
558,2014-05-23,5,0,0,0
559,2014-05-24,1,0,0,0
560,2014-05-25,1,0,20,0
561,2014-05-26,5,0,0,0
562,2014-05-27,2,0,0,0
563,2014-05-28,1,0,0,0
564,2014-05-29,1,0,0,0
565,2014-05-30,4,0,0,0
566,2014-05-31,2,0,0,0
567,2014-06-01,2,90,0,0
568,2014-06-02,2,0,0,0
569,2014-06-03,7,60,0,0
570,2014-06-04,1,0,0,0
