,TIME,trade_index,fiscal_index,monetary_index
927,09/05/2016,0,0,0
928,09/05/2017,0,0,0
929,09/05/2018,18,0,0
930,09/05/2019,0,0,0
931,09/05/2020,0,0,0
932,09/05/2021,0,0,0
933,09/05/2022,107,12,16
934,09/05/2023,0,0,0
935,09/06/2014,0,0,0
936,09/06/2015,75,15,60
937,09/06/2016,0,0,0
938,09/06/2017,0,0,0
939,09/06/2020,0,0,0
940,09/06/2021,0,0,0
941,09/06/2022,8,0,0
942,09/06/2023,45,0,0
943,09/07/2012,0,0,0
944,09/07/2013,0,0,0
945,09/07/2014,0,0,0
946,09/07/2015,0,0,0
947,09/07/2016,48,0,0
948,09/07/2019,0,0,0
949,09/07/2020,60,8,0
950,09/07/2021,124,90,135
951,09/07/2022,0,0,0
952,09/08/2013,0,20,0
953,09/08/2014,0,0,0
954,09/08/2015,120,0,0
955,09/08/2016,0,0,0
956,09/08/2017,10,0,0
957,09/08/2018,0,0,0
958,09/08/2019,76,0,0
959,09/08/2020,1,0,0
960,09/08/2021,188,12,0
961,09/08/2022,0,0,0
962,09/09/2013,0,0,0
963,09/09/2014,0,0,0
964,09/09/2015,0,0,0
965,09/09/2016,0,0,0
966,09/09/2019,18,0,0
967,09/09/2020,4,0,0
968,09/09/2021,84,0,0
969,09/09/2022,736,144,576
970,09/10/2012,0,0,0
971,09/10/2013,0,0,0
972,09/10/2014,0,0,0
973,09/10/2015,0,0,0
974,09/10/2016,0,0,0
975,09/10/2017,0,0,0
976,09/10/2018,0,0,0
977,09/10/2019,0,0,0
978,09/10/2020,0,0,0
979,09/10/2021,56,32,0
980,09/10/2022,100,0,0
981,09/11/2013,0,0,0
982,09/11/2014,0,0,0
983,09/11/2015,0,0,0
984,09/11/2016,0,0,0
985,09/11/2017,0,0,0
986,09/11/2018,0,0,0
987,09/11/2019,0,0,0
988,09/11/2020,12,2,0
989,09/11/2021,142,216,360
990,09/11/2022,648,90,300
991,09/12/2013,0,0,0
992,09/12/2014,0,0,0
993,09/12/2015,0,0,0
994,09/12/2016,0,0,0
995,09/12/2017,0,0,0
996,09/12/2019,0,0,0
997,09/12/2020,0,0,0
998,09/12/2021,306,30,0
999,09/12/2022,135,0,0
1000,10/01/2014,0,0,0
1001,10/01/2016,96,0,0
1002,10/01/2017,0,0,0
1003,10/01/2019,0,0,0
1004,10/01/2020,0,0,0
1005,10/01/2022,260,64,88
1006,10/01/2023,300,40,40
1007,10/02/2014,0,0,0
1008,10/02/2015,0,0,0
1009,10/02/2016,0,0,0
1010,10/02/2017,0,0,0
1011,10/02/2019,160,20,0
1012,10/02/2020,34,0,0
1013,10/02/2021,0,0,0
1014,10/02/2022,648,40,40
1015,10/02/2023,353,70,60
1016,10/03/2014,0,0,0
1017,10/03/2015,0,0,0
1018,10/03/2016,0,0,0
1019,10/03/2017,0,0,0
1020,10/03/2019,0,0,0
1021,10/03/2020,32,4,4
1022,10/03/2021,0,0,0
1023,10/03/2022,270,76,64
1024,10/03/2023,32,0,0
1025,10/04/2012,0,0,0
1026,10/04/2013,0,0,0
1027,10/04/2014,0,2,0
1028,10/04/2015,0,0,0
1029,10/04/2016,96,0,0
1030,10/04/2017,0,0,0
1031,10/04/2018,0,0,0
1032,10/04/2019,2,0,0
1033,10/04/2020,26,0,0
1034,10/04/2023,144,0,0
1035,10/05/2013,0,0,0
1036,10/05/2014,120,50,0
1037,10/05/2015,80,0,0
1038,10/05/2016,0,0,0
1039,10/05/2017,0,0,0
1040,10/05/2018,0,0,0
1041,10/05/2019,0,0,0
1042,10/05/2020,0,0,0
1043,10/05/2021,0,0,0
1044,10/05/2022,436,274,360
1045,10/05/2023,6,0,0
1046,10/06/2013,0,0,0
1047,10/06/2014,0,0,0
1048,10/06/2015,12,4,0
1049,10/06/2016,0,0,0
1050,10/06/2019,84,2,0
1051,10/06/2020,0,0,0
1052,10/06/2021,0,0,0
1053,10/06/2022,176,0,16
1054,10/06/2023,0,0,0
1055,10/07/2012,0,0,0
1056,10/07/2014,0,0,0
1057,10/07/2015,60,0,0
1058,10/07/2016,96,40,0
1059,10/07/2017,27,0,0
1060,10/07/2019,0,0,0
1061,10/07/2020,0,0,0
1062,10/07/2021,4,0,0
1063,10/07/2022,45,96,72
1064,10/08/2012,80,0,0
1065,10/08/2014,0,0,0
1066,10/08/2015,6,0,0
1067,10/08/2016,0,0,0
1068,10/08/2017,0,0,0
1069,10/08/2018,0,0,0
1070,10/08/2020,24,0,0
1071,10/08/2021,450,0,0
1072,10/08/2022,117,0,0
1073,10/09/2012,0,0,0
1074,10/09/2013,0,0,0
1075,10/09/2014,0,0,0
1076,10/09/2015,0,0,0
1077,10/09/2016,0,0,0
1078,10/09/2017,0,0,0
1079,10/09/2018,0,0,0
1080,10/09/2019,0,0,0
1081,10/09/2020,0,0,0
1082,10/09/2021,505,24,36
1083,10/09/2022,8,0,0
1084,10/10/2012,0,0,0
1085,10/10/2013,0,0,0
1086,10/10/2014,0,0,0
1087,10/10/2015,0,0,0
1088,10/10/2016,0,0,0
1089,10/10/2018,0,0,0
1090,10/10/2019,0,0,0
1091,10/10/2020,0,0,0
1092,10/10/2021,364,0,72
1093,10/10/2022,64,0,0
1094,10/11/2013,0,0,0
1095,10/11/2014,0,0,0
1096,10/11/2015,0,0,0
1097,10/11/2016,0,0,0
1098,10/11/2017,0,0,0
1099,10/11/2018,0,0,0
1100,10/11/2020,0,0,0
1101,10/11/2021,296,64,100
1102,10/11/2022,260,66,78
1103,10/12/2013,0,0,0
1104,10/12/2014,0,0,0
1105,10/12/2015,0,0,0
1106,10/12/2017,0,0,0
1107,10/12/2018,0,0,0
1108,10/12/2019,0,0,0
1109,10/12/2020,16,0,0
1110,10/12/2021,172,0,6
1111,11/01/2012,16,0,4
1112,11/01/2013,0,0,0
1113,11/01/2015,0,0,0
1114,11/01/2016,0,12,0
1115,11/01/2017,0,0,0
1116,11/01/2018,0,0,0
1117,11/01/2019,9,0,0
1118,11/01/2020,0,0,0
1119,11/01/2021,0,0,0
1120,11/01/2022,340,0,16
1121,11/01/2023,210,0,32
1122,11/02/2013,0,0,0
1123,11/02/2014,0,0,0
1124,11/02/2015,0,0,0
1125,11/02/2019,96,0,0
1126,11/02/2020,6,0,0
1127,11/02/2022,400,12,132
1128,11/02/2023,0,0,0
1129,11/03/2014,72,0,0
1130,11/03/2015,0,0,0
1131,11/03/2016,0,0,0
1132,11/03/2019,0,0,0
1133,11/03/2020,24,2,2
1134,11/03/2021,81,0,0
1135,11/03/2022,368,132,148
1136,11/03/2023,0,0,0
1137,11/04/2012,0,0,0
1138,11/04/2013,0,0,0
1139,11/04/2014,80,0,0
1140,11/04/2015,0,0,0
1141,11/04/2016,6,2,0
1142,11/04/2017,0,0,0
1143,11/04/2018,33,0,0
1144,11/04/2019,0,0,0
1145,11/04/2020,2,0,0
1146,11/04/2022,0,0,0
1147,11/04/2023,203,42,144
1148,11/05/2012,0,0,0
1149,11/05/2014,0,0,0
1150,11/05/2015,0,0,0
1151,11/05/2016,0,0,0
1152,11/05/2017,0,0,0
1153,11/05/2019,0,0,0
1154,11/05/2020,0,0,0
1155,11/05/2021,0,0,0
1156,11/05/2022,141,0,48
1157,11/05/2023,159,0,48
1158,11/06/2013,0,0,0
1159,11/06/2014,3,0,0
1160,11/06/2018,0,0,0
1161,11/06/2019,0,0,0
1162,11/06/2020,0,0,0
1163,11/06/2021,0,0,0
1164,11/06/2023,0,0,0
1165,11/07/2012,0,0,0
1166,11/07/2013,0,0,0
1167,11/07/2014,30,8,0
1168,11/07/2015,0,0,0
1169,11/07/2016,0,0,0
1170,11/07/2017,125,0,0
1171,11/07/2018,0,0,0
1172,11/07/2019,0,0,0
1173,11/07/2020,18,0,0
1174,11/07/2021,0,0,0
1175,11/07/2022,381,72,68
1176,11/08/2015,0,0,0
1177,11/08/2017,0,0,0
1178,11/08/2020,9,0,0
1179,11/08/2021,713,51,48
1180,11/08/2022,58,0,16
1181,11/09/2012,0,0,0
1182,11/09/2013,0,0,0
1183,11/09/2014,0,0,0
1184,11/09/2016,100,16,0
1185,11/09/2017,0,0,0
1186,11/09/2018,0,0,0
1187,11/09/2019,67,6,12
1188,11/09/2020,0,0,0
1189,11/09/2021,8,0,0
1190,11/09/2022,0,0,0
1191,11/10/2012,0,0,0
1192,11/10/2013,16,0,0
1193,11/10/2014,0,0,0
1194,11/10/2015,0,0,0
1195,11/10/2016,0,0,0
1196,11/10/2017,0,0,0
1197,11/10/2018,45,0,0
1198,11/10/2019,0,0,0
1199,11/10/2021,118,30,28
1200,11/10/2022,128,0,32
1201,11/11/2013,0,0,0
1202,11/11/2014,0,0,0
1203,11/11/2016,6,0,0
1204,11/11/2017,3,0,0
1205,11/11/2019,12,0,0
1206,11/11/2020,258,0,21
1207,11/11/2021,175,0,6
1208,11/11/2022,228,0,96
1209,11/12/2012,0,0,0
1210,11/12/2013,0,0,0
1211,11/12/2014,40,0,0
1212,11/12/2015,0,0,0
1213,11/12/2016,0,0,0
1214,11/12/2017,0,0,0
1215,11/12/2019,0,0,0
1216,11/12/2020,0,0,0
1217,11/12/2022,0,0,0
1218,12/01/2012,0,0,0
1219,12/01/2015,9,0,0
1220,12/01/2016,200,40,0
1221,12/01/2017,0,0,0
1222,12/01/2020,0,0,0
1223,12/01/2021,0,0,0
1224,12/01/2022,140,0,0
1225,12/01/2023,138,15,15
1226,12/02/2013,0,0,0
1227,12/02/2014,0,0,0
1228,12/02/2016,0,0,0
1229,12/02/2018,0,0,0
1230,12/02/2019,0,0,0
1231,12/02/2020,0,0,0
1232,12/02/2021,32,0,0
1233,12/02/2022,0,0,0
1234,12/02/2023,2,0,0
1235,12/03/2012,0,0,0
1236,12/03/2013,0,0,0
1237,12/03/2014,12,0,0
1238,12/03/2015,0,0,0
1239,12/03/2017,0,0,0
1240,12/03/2018,0,0,0
1241,12/03/2019,4,0,0
1242,12/03/2020,0,0,0
1243,12/03/2021,24,0,6
1244,12/03/2023,0,0,0
1245,12/04/2012,0,0,0
1246,12/04/2013,42,0,0
1247,12/04/2014,0,0,0
1248,12/04/2015,0,0,0
1249,12/04/2016,0,0,0
1250,12/04/2017,0,0,0
1251,12/04/2019,16,0,0
1252,12/04/2020,4,0,0
1253,12/04/2021,24,0,6
1254,12/04/2022,566,30,47
1255,12/04/2023,0,0,0
1256,12/05/2014,120,0,0
1257,12/05/2015,72,0,0
1258,12/05/2016,0,0,0
1259,12/05/2017,6,0,0
1260,12/05/2019,0,0,0
1261,12/05/2020,84,0,0
1262,12/05/2021,0,0,0
1263,12/05/2022,1078,128,116
1264,12/05/2023,73,0,0
1265,12/06/2013,0,0,0
1266,12/06/2014,0,0,0
1267,12/06/2015,0,0,0
1268,12/06/2016,186,6,0
1269,12/06/2017,0,0,0
1270,12/06/2018,0,0,0
1271,12/06/2019,75,0,0
1272,12/06/2020,0,0,0
1273,12/06/2023,180,0,0
1274,12/07/2012,0,0,0
1275,12/07/2013,0,0,0
1276,12/07/2014,140,80,0
1277,12/07/2015,0,0,0
1278,12/07/2016,0,0,0
1279,12/07/2017,4,0,0
1280,12/07/2018,0,0,0
1281,12/07/2019,0,0,0
1282,12/07/2020,0,0,0
1283,12/07/2021,99,0,6
1284,12/07/2022,98,0,4
1285,12/08/2013,0,0,0
1286,12/08/2014,36,0,0
1287,12/08/2015,6,0,0
1288,12/08/2016,0,0,0
1289,12/08/2019,0,0,0
1290,12/08/2020,0,0,0
1291,12/08/2021,322,108,90
1292,12/08/2022,32,0,14
1293,12/09/2013,0,0,0
1294,12/09/2014,0,0,0
1295,12/09/2016,0,0,0
1296,12/09/2017,9,6,12
1297,12/09/2018,0,8,10
1298,12/09/2019,12,0,0
1299,12/09/2020,0,0,0
1300,12/09/2021,0,0,0
1301,12/09/2022,326,76,158
1302,12/10/2012,0,0,0
1303,12/10/2014,60,0,0
1304,12/10/2015,0,0,0
1305,12/10/2016,33,0,0
1306,12/10/2018,0,0,0
1307,12/10/2019,0,0,0
1308,12/10/2020,0,0,0
1309,12/10/2021,766,236,226
1310,12/10/2022,930,110,390
1311,12/11/2012,0,0,0
1312,12/11/2013,0,0,0
1313,12/11/2015,0,0,0
1314,12/11/2016,0,0,0
1315,12/11/2018,0,0,0
1316,12/11/2019,30,0,0
1317,12/11/2020,0,0,0
1318,12/11/2021,15,0,0
1319,12/11/2022,60,0,0
1320,12/12/2012,32,0,0
1321,12/12/2013,0,0,0
1322,12/12/2014,0,0,0
1323,12/12/2016,0,0,0
1324,12/12/2017,0,0,0
1325,12/12/2018,0,0,0
1326,12/12/2019,0,0,0
1327,12/12/2022,396,0,328
1328,13/01/2014,0,0,0
1329,13/01/2015,8,0,0
1330,13/01/2016,10,0,0
1331,13/01/2017,0,0,0
1332,13/01/2020,1,0,0
1333,13/01/2021,16,0,0
1334,13/01/2022,240,40,20
1335,13/01/2023,369,360,240
1336,13/02/2012,0,0,0
1337,13/02/2013,0,0,0
1338,13/02/2015,0,0,0
1339,13/02/2017,0,0,0
1340,13/02/2018,0,0,0
1341,13/02/2019,0,0,0
1342,13/02/2020,0,0,0
1343,13/02/2021,32,0,0
1344,13/02/2022,0,0,0
1345,13/02/2023,106,0,96
1346,13/03/2014,0,0,0
1347,13/03/2015,40,0,0
1348,13/03/2016,64,0,0
1349,13/03/2017,0,0,0
1350,13/03/2019,0,0,0
1351,13/03/2020,246,32,0
1352,13/03/2023,100,0,64
1353,13/04/2012,0,0,0
1354,13/04/2014,0,0,0
1355,13/04/2015,0,0,0
1356,13/04/2016,0,0,0
1357,13/04/2017,0,0,0
1358,13/04/2018,0,0,0
1359,13/04/2019,0,0,0
1360,13/04/2020,33,0,9
1361,13/04/2021,0,0,0
1362,13/04/2022,300,36,34
1363,13/04/2023,304,72,216
1364,13/05/2013,0,0,0
1365,13/05/2014,0,0,0
1366,13/05/2015,6,0,0
1367,13/05/2016,0,0,0
1368,13/05/2019,0,0,0
1369,13/05/2020,9,0,9
1370,13/05/2021,0,0,0
1371,13/05/2022,313,0,4
1372,13/06/2013,0,0,0
1373,13/06/2014,0,0,0
1374,13/06/2015,0,0,0
1375,13/06/2016,0,0,0
1376,13/06/2017,0,0,0
1377,13/06/2018,0,0,0
1378,13/06/2019,0,0,0
1379,13/06/2021,0,0,0
1380,13/06/2022,514,216,408
1381,13/06/2023,124,0,0
1382,13/07/2012,6,0,0
1383,13/07/2014,240,0,0
1384,13/07/2015,0,0,0
1385,13/07/2016,60,0,0
1386,13/07/2017,32,0,0
1387,13/07/2018,0,0,0
1388,13/07/2020,0,0,0
1389,13/07/2021,16,0,0
1390,13/07/2022,260,306,300
1391,13/08/2012,24,0,0
1392,13/08/2013,0,0,0
1393,13/08/2014,0,0,0
1394,13/08/2015,32,8,8
1395,13/08/2018,12,0,0
1396,13/08/2019,96,0,0
1397,13/08/2020,30,15,0
1398,13/08/2021,84,8,0
1399,13/09/2013,0,0,0
1400,13/09/2014,0,0,0
1401,13/09/2015,205,0,0
1402,13/09/2017,0,0,0
1403,13/09/2018,0,0,0
1404,13/09/2019,100,0,0
1405,13/09/2021,800,6,6
1406,13/09/2022,0,0,0
1407,13/10/2014,0,0,0
1408,13/10/2015,0,0,0
1409,13/10/2016,24,0,0
1410,13/10/2017,0,0,0
1411,13/10/2020,0,4,0
1412,13/10/2021,241,0,0
1413,13/10/2022,288,50,100
1414,13/11/2012,0,0,0
1415,13/11/2013,0,0,0
1416,13/11/2014,0,0,0
1417,13/11/2015,0,0,0
1418,13/11/2016,16,6,0
1419,13/11/2017,0,0,0
1420,13/11/2018,0,0,0
1421,13/11/2019,18,0,0
1422,13/11/2020,21,0,0
1423,13/11/2022,0,0,0
1424,13/12/2012,0,0,0
1425,13/12/2013,0,0,0
1426,13/12/2014,0,0,0
1427,13/12/2015,15,0,3
1428,13/12/2016,72,0,0
1429,13/12/2017,0,0,0
1430,13/12/2018,30,0,0
1431,13/12/2019,0,0,0
1432,13/12/2020,0,0,0
1433,13/12/2021,44,0,2
1434,13/12/2022,0,0,0
1435,14/01/2014,0,0,0
1436,14/01/2015,60,0,0
1437,14/01/2016,64,0,0
1438,14/01/2017,0,0,0
1439,14/01/2018,240,15,30
1440,14/01/2019,0,0,0
1441,14/01/2020,92,12,0
1442,14/01/2021,0,0,0
1443,14/01/2022,84,0,0
1444,14/01/2023,0,0,0
1445,14/02/2012,0,0,0
1446,14/02/2013,45,12,18
1447,14/02/2015,0,0,0
1448,14/02/2017,0,0,0
1449,14/02/2019,16,0,0
1450,14/02/2020,0,0,0
1451,14/02/2022,52,24,192
1452,14/02/2023,160,0,0
1453,14/03/2012,48,0,0
1454,14/03/2013,0,0,0
1455,14/03/2014,0,0,0
1456,14/03/2015,48,0,0
1457,14/03/2016,9,0,0
1458,14/03/2017,0,0,0
1459,14/03/2019,18,0,0
1460,14/03/2021,0,0,0
1461,14/03/2022,490,72,320
1462,14/03/2023,0,0,0
1463,14/04/2014,0,0,0
1464,14/04/2015,0,0,0
1465,14/04/2016,0,0,0
1466,14/04/2017,0,0,0
1467,14/04/2020,48,0,0
1468,14/04/2021,3,0,0
1469,14/04/2022,278,144,108
1470,14/04/2023,0,0,0
1471,14/05/2013,0,0,0
1472,14/05/2014,4,0,0
1473,14/05/2015,0,0,0
1474,14/05/2017,0,0,0
1475,14/05/2018,0,0,0
1476,14/05/2019,0,0,0
1477,14/05/2020,0,0,0
1478,14/05/2021,45,16,0
1479,14/05/2022,192,0,0
1480,14/05/2023,0,0,0
1481,14/06/2014,24,0,0
1482,14/06/2015,100,15,30
1483,14/06/2016,0,0,0
1484,14/06/2017,0,0,0
1485,14/06/2018,0,0,0
1486,14/06/2019,0,0,0
1487,14/06/2021,0,0,0
1488,14/06/2022,420,20,200
1489,14/06/2023,62,12,0
1490,14/07/2014,0,0,0
1491,14/07/2015,50,0,0
1492,14/07/2016,24,0,0
1493,14/07/2017,100,12,0
1494,14/07/2018,0,0,0
1495,14/07/2020,0,0,0
1496,14/07/2021,16,0,0
1497,14/07/2022,93,0,0
1498,14/08/2012,0,0,0
1499,14/08/2013,0,0,0
1500,14/08/2014,0,0,0
1501,14/08/2015,0,0,0
1502,14/08/2016,0,0,0
1503,14/08/2017,0,0,0
1504,14/08/2018,0,0,0
1505,14/08/2019,0,0,0
1506,14/08/2020,1,0,0
1507,14/08/2021,0,0,0
1508,14/08/2022,0,0,0
1509,14/09/2014,120,16,0
1510,14/09/2015,0,0,0
1511,14/09/2016,0,0,0
1512,14/09/2017,2,0,0
1513,14/09/2018,0,0,0
1514,14/09/2020,6,0,0
1515,14/09/2021,112,0,0
1516,14/09/2022,74,6,6
1517,14/10/2013,0,0,0
1518,14/10/2014,0,0,0
1519,14/10/2015,8,0,0
1520,14/10/2016,18,0,0
1521,14/10/2018,0,0,0
1522,14/10/2019,0,0,0
1523,14/10/2020,48,0,0
1524,14/10/2021,350,156,124
1525,14/10/2022,36,0,18
1526,14/11/2012,0,0,0
1527,14/11/2013,0,0,0
1528,14/11/2014,54,0,0
1529,14/11/2015,0,0,0
1530,14/11/2016,289,128,0
1531,14/11/2017,0,0,0
1532,14/11/2018,0,0,0
1533,14/11/2019,0,0,0
1534,14/11/2020,0,0,0
1535,14/11/2022,86,20,0
1536,14/12/2012,0,0,0
1537,14/12/2013,0,0,0
1538,14/12/2014,96,0,0
1539,14/12/2015,0,0,0
1540,14/12/2016,0,0,0
1541,14/12/2017,0,0,0
1542,14/12/2018,0,0,0
1543,14/12/2020,8,0,0
1544,14/12/2021,99,0,0
1545,14/12/2022,60,0,0
1546,15/01/2013,0,0,0
1547,15/01/2015,0,0,0
1548,15/01/2016,45,15,0
1549,15/01/2017,54,0,0
1550,15/01/2018,420,0,15
1551,15/01/2019,0,0,0
1552,15/01/2020,27,0,0
1553,15/01/2021,12,0,0
1554,15/01/2023,0,0,0
1555,15/02/2012,0,0,0
1556,15/02/2013,0,0,0
1557,15/02/2014,0,0,0
1558,15/02/2015,0,0,0
1559,15/02/2016,0,0,0
1560,15/02/2017,0,0,0
1561,15/02/2019,0,0,0
1562,15/02/2020,0,0,0
1563,15/02/2021,3,0,0
1564,15/02/2022,387,36,30
1565,15/02/2023,105,0,22
1566,15/03/2012,1,0,0
1567,15/03/2014,36,8,0
1568,15/03/2015,0,0,0
1569,15/03/2016,0,0,0
1570,15/03/2017,96,0,0
1571,15/03/2019,0,0,0
1572,15/03/2020,39,0,9
1573,15/03/2021,0,0,0
1574,15/03/2022,854,224,184
1575,15/03/2023,18,0,0
1576,15/04/2013,0,0,0
1577,15/04/2014,0,0,0
1578,15/04/2015,4,0,0
1579,15/04/2016,0,8,0
1580,15/04/2017,18,4,4
1581,15/04/2020,24,0,0
1582,15/04/2021,0,0,0
1583,15/04/2022,8,0,0
1584,15/04/2023,0,0,0
1585,15/05/2012,0,0,0
1586,15/05/2013,96,0,0
1587,15/05/2014,0,0,0
1588,15/05/2015,0,0,0
1589,15/05/2016,80,0,0
1590,15/05/2017,0,0,0
1591,15/05/2018,0,0,0
1592,15/05/2019,0,0,0
1593,15/05/2020,160,0,0
1594,15/05/2022,72,0,0
1595,15/05/2023,0,0,0
1596,15/06/2014,100,32,16
1597,15/06/2015,0,0,0
1598,15/06/2016,0,0,0
1599,15/06/2017,0,0,0
1600,15/06/2018,0,0,0
1601,15/06/2020,4,0,0
1602,15/06/2021,0,0,0
1603,15/06/2022,224,9,9
1604,15/06/2023,44,0,0
1605,15/07/2013,0,0,0
1606,15/07/2014,0,0,0
1607,15/07/2015,3,12,0
1608,15/07/2016,0,0,0
1609,15/07/2017,0,0,0
1610,15/07/2019,0,0,0
1611,15/07/2020,0,0,0
1612,15/07/2021,134,0,0
1613,15/07/2022,104,0,0
1614,15/08/2012,0,0,0
1615,15/08/2014,152,24,36
1616,15/08/2015,0,3,0
1617,15/08/2016,0,0,0
1618,15/08/2017,4,0,0
1619,15/08/2019,0,0,0
1620,15/08/2020,0,0,0
1621,15/08/2021,292,0,0
1622,15/08/2022,56,0,0
1623,15/09/2014,0,0,0
1624,15/09/2015,0,0,0
1625,15/09/2017,48,0,0
1626,15/09/2020,0,0,0
1627,15/09/2021,182,8,0
1628,15/09/2022,308,18,0
1629,15/10/2013,8,0,0
1630,15/10/2014,6,0,0
1631,15/10/2016,0,0,0
1632,15/10/2018,0,0,0
1633,15/10/2019,0,0,0
1634,15/10/2020,0,0,0
1635,15/10/2021,130,0,40
1636,15/10/2022,200,48,0
1637,15/11/2012,0,0,0
1638,15/11/2013,48,0,0
1639,15/11/2014,48,0,0
1640,15/11/2015,0,0,0
1641,15/11/2016,0,0,0
1642,15/11/2017,30,0,0
1643,15/11/2018,0,0,0
1644,15/11/2019,9,0,0
1645,15/11/2020,0,0,0
1646,15/11/2021,75,15,0
1647,15/11/2022,300,50,50
1648,15/12/2013,0,0,0
1649,15/12/2014,0,0,0
1650,15/12/2015,0,0,0
1651,15/12/2016,0,0,0
1652,15/12/2017,0,0,0
1653,15/12/2020,40,0,0
1654,15/12/2021,110,8,0
1655,15/12/2022,258,54,90
1656,16/01/2012,0,0,0
1657,16/01/2013,316,36,36
1658,16/01/2014,0,0,0
1659,16/01/2015,4,4,0
1660,16/01/2016,40,0,0
1661,16/01/2017,0,0,0
1662,16/01/2019,236,0,12
1663,16/01/2021,0,0,0
1664,16/01/2023,36,18,0
1665,16/02/2012,0,0,0
1666,16/02/2016,0,0,0
1667,16/02/2017,0,0,0
1668,16/02/2020,0,0,0
1669,16/02/2021,0,0,0
1670,16/02/2022,9,9,18
1671,16/02/2023,16,24,0
1672,16/03/2013,0,0,0
1673,16/03/2014,144,20,0
1674,16/03/2015,0,0,0
1675,16/03/2016,6,0,0
1676,16/03/2017,6,0,0
1677,16/03/2018,0,0,0
1678,16/03/2020,64,0,0
1679,16/03/2021,504,50,40
1680,16/03/2022,242,24,0
1681,16/03/2023,0,0,0
1682,16/04/2013,0,0,0
1683,16/04/2014,0,0,0
1684,16/04/2015,0,0,0
1685,16/04/2016,0,0,0
1686,16/04/2018,0,0,0
1687,16/04/2020,32,0,0
1688,16/04/2021,0,0,0
1689,16/04/2022,0,0,0
1690,16/04/2023,0,0,0
1691,16/05/2012,12,0,0
1692,16/05/2013,0,0,0
1693,16/05/2014,0,0,0
1694,16/05/2015,0,0,0
1695,16/05/2016,0,0,0
1696,16/05/2017,0,0,0
1697,16/05/2018,0,0,0
1698,16/05/2019,0,0,0
1699,16/05/2020,0,0,0
1700,16/05/2022,738,6,50
1701,16/05/2023,3,0,0
1702,16/06/2014,0,0,0
1703,16/06/2015,0,0,0
1704,16/06/2016,0,0,0
1705,16/06/2017,0,0,0
1706,16/06/2019,0,0,0
1707,16/06/2020,0,0,0
1708,16/06/2021,8,0,0
1709,16/06/2022,98,36,10
1710,16/06/2023,75,0,0
1711,16/07/2013,0,0,0
1712,16/07/2014,0,0,0
1713,16/07/2015,30,20,12
1714,16/07/2016,0,0,0
1715,16/07/2019,0,0,0
1716,16/07/2020,18,0,0
1717,16/07/2021,8,0,6
1718,16/07/2022,0,0,0
1719,16/08/2012,48,0,32
1720,16/08/2013,48,0,0
1721,16/08/2014,18,0,0
1722,16/08/2015,0,0,0
1723,16/08/2016,0,0,0
1724,16/08/2017,0,0,0
1725,16/08/2018,0,0,0
1726,16/08/2019,48,24,0
1727,16/08/2021,346,25,30
1728,16/08/2022,2,0,0
1729,16/09/2013,0,0,0
1730,16/09/2014,0,0,0
1731,16/09/2015,0,0,0
1732,16/09/2016,0,0,0
1733,16/09/2017,0,0,0
1734,16/09/2019,16,0,6
1735,16/09/2020,6,0,0
1736,16/09/2021,735,96,48
1737,16/09/2022,30,40,18
1738,16/10/2012,0,0,0
1739,16/10/2013,0,0,0
1740,16/10/2014,54,0,4
1741,16/10/2015,0,0,0
1742,16/10/2016,0,0,0
1743,16/10/2017,0,0,0
1744,16/10/2018,0,0,0
1745,16/10/2019,0,0,0
1746,16/10/2020,120,0,0
1747,16/10/2021,0,0,0
1748,16/10/2022,0,0,0
1749,16/11/2012,0,0,0
1750,16/11/2014,0,0,0
1751,16/11/2015,0,0,0
1752,16/11/2016,490,270,0
1753,16/11/2017,6,0,0
1754,16/11/2018,0,0,0
1755,16/11/2020,0,0,0
1756,16/11/2021,372,12,0
1757,16/11/2022,12,0,0
1758,16/12/2013,72,4,0
1759,16/12/2014,24,0,0
1760,16/12/2015,0,0,0
1761,16/12/2016,0,0,0
1762,16/12/2017,0,0,0
1763,16/12/2019,18,0,0
1764,16/12/2020,67,0,0
1765,16/12/2021,276,24,0
1766,16/12/2022,470,24,24
1767,17/01/2012,0,0,0
1768,17/01/2013,0,0,0
1769,17/01/2015,0,0,0
1770,17/01/2016,36,12,0
1771,17/01/2017,0,0,0
1772,17/01/2019,0,0,0
1773,17/01/2020,0,0,0
1774,17/01/2022,0,0,0
1775,17/01/2023,72,0,27
1776,17/02/2012,73,0,32
1777,17/02/2014,0,0,0
1778,17/02/2015,0,0,0
1779,17/02/2016,30,0,0
1780,17/02/2017,0,0,0
1781,17/02/2020,24,0,0
1782,17/02/2021,0,0,0
1783,17/02/2022,132,0,48
1784,17/02/2023,8,0,0
1785,17/03/2014,0,0,0
1786,17/03/2015,12,0,0
1787,17/03/2016,0,0,0
1788,17/03/2017,6,0,0
1789,17/03/2020,8,0,0
1790,17/03/2021,0,0,0
1791,17/03/2022,500,0,0
1792,17/03/2023,0,0,0
1793,17/04/2013,0,0,0
1794,17/04/2014,0,0,0
1795,17/04/2015,0,0,0
1796,17/04/2016,0,0,0
1797,17/04/2017,27,0,0
1798,17/04/2019,0,0,0
1799,17/04/2020,256,48,0
1800,17/04/2021,0,0,0
1801,17/04/2023,27,0,0
1802,17/05/2013,0,0,0
1803,17/05/2014,80,0,0
1804,17/05/2015,0,0,0
