,PAPER,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
367,vietnamnet.vn,2011-12-29,20,2,0,0
368,vietnamnet.vn,2011-12-30,11,0,0,0
369,vietnamnet.vn,2011-12-31,3,0,0,0
370,vietnamnet.vn,2012-01-01,7,0,0,0
371,vietnamnet.vn,2012-01-02,9,0,0,0
372,vietnamnet.vn,2012-01-03,8,0,0,0
373,vietnamnet.vn,2012-01-04,22,1,0,0
374,vietnamnet.vn,2012-01-05,30,19,0,35
375,vietnamnet.vn,2012-01-06,26,0,0,0
376,vietnamnet.vn,2012-01-07,14,0,0,0
377,vietnamnet.vn,2012-01-08,1,0,0,0
378,vietnamnet.vn,2012-01-09,24,0,0,0
379,vietnamnet.vn,2012-01-10,24,6,0,0
380,vietnamnet.vn,2012-01-11,23,0,0,0
381,vietnamnet.vn,2012-01-12,23,4,0,0
382,vietnamnet.vn,2012-01-13,24,0,0,0
383,vietnamnet.vn,2012-01-14,8,0,0,0
384,vietnamnet.vn,2012-01-16,8,0,0,0
385,vietnamnet.vn,2012-01-17,17,0,0,0
386,vietnamnet.vn,2012-01-18,16,4,0,0
387,vietnamnet.vn,2012-01-19,20,0,0,0
388,vietnamnet.vn,2012-01-20,11,0,0,0
389,vietnamnet.vn,2012-01-21,14,0,0,0
390,vietnamnet.vn,2012-01-22,8,0,0,0
391,vietnamnet.vn,2012-01-23,5,0,0,0
392,vietnamnet.vn,2012-01-24,12,0,0,0
393,vietnamnet.vn,2012-01-25,4,0,0,0
394,vietnamnet.vn,2012-01-26,6,0,0,0
395,vietnamnet.vn,2012-01-27,10,0,0,0
396,vietnamnet.vn,2012-01-28,10,0,0,0
397,vietnamnet.vn,2012-01-29,9,0,0,0
398,vietnamnet.vn,2012-01-30,13,0,0,0
399,vietnamnet.vn,2012-01-31,12,0,0,0
400,vietnamnet.vn,2012-02-01,20,0,0,0
401,vietnamnet.vn,2012-02-02,14,0,0,0
402,vietnamnet.vn,2012-02-03,15,0,0,0
403,vietnamnet.vn,2012-02-04,9,0,0,0
404,vietnamnet.vn,2012-02-06,11,0,0,0
405,vietnamnet.vn,2012-02-07,14,0,0,0
406,vietnamnet.vn,2012-02-08,3,0,0,0
407,vietnamnet.vn,2012-02-10,6,0,0,0
408,vietnamnet.vn,2012-02-11,4,0,0,0
409,vietnamnet.vn,2012-02-12,5,0,0,0
410,vietnamnet.vn,2012-02-13,19,0,0,0
411,vietnamnet.vn,2012-02-14,23,0,0,0
412,vietnamnet.vn,2012-02-15,18,0,0,0
413,vietnamnet.vn,2012-02-16,20,0,0,0
414,vietnamnet.vn,2012-02-17,16,0,0,0
415,vietnamnet.vn,2012-02-18,11,0,0,0
416,vietnamnet.vn,2012-02-19,12,0,0,0
417,vietnamnet.vn,2012-02-20,11,0,0,0
418,vietnamnet.vn,2012-02-21,10,0,0,0
419,vietnamnet.vn,2012-02-22,20,0,0,0
420,vietnamnet.vn,2012-02-23,22,8,0,0
421,vietnamnet.vn,2012-02-24,17,0,0,0
422,vietnamnet.vn,2012-02-25,13,9,0,0
423,vietnamnet.vn,2012-02-26,4,0,0,0
424,vietnamnet.vn,2012-02-27,10,0,0,0
425,vietnamnet.vn,2012-02-28,20,0,0,0
426,vietnamnet.vn,2012-02-29,21,0,0,0
427,vietnamnet.vn,2012-03-01,20,4,0,3
428,vietnamnet.vn,2012-03-02,2,0,0,0
429,vietnamnet.vn,2012-03-03,13,0,0,0
430,vietnamnet.vn,2012-03-04,11,0,0,0
431,vietnamnet.vn,2012-03-05,19,0,0,0
432,vietnamnet.vn,2012-03-06,11,0,4,0
433,vietnamnet.vn,2012-03-07,21,0,0,0
434,vietnamnet.vn,2012-03-08,20,0,0,0
435,vietnamnet.vn,2012-03-09,19,0,0,0
436,vietnamnet.vn,2012-03-10,3,0,0,0
437,vietnamnet.vn,2012-03-11,11,0,0,0
438,vietnamnet.vn,2012-03-12,13,0,0,0
439,vietnamnet.vn,2012-03-13,21,0,0,0
440,vietnamnet.vn,2012-03-14,19,0,0,0
441,vietnamnet.vn,2012-03-15,22,0,0,0
442,vietnamnet.vn,2012-03-16,16,0,0,0
443,vietnamnet.vn,2012-03-17,18,0,0,0
444,vietnamnet.vn,2012-03-18,9,0,0,0
445,vietnamnet.vn,2012-03-19,14,0,0,0
446,vietnamnet.vn,2012-03-20,18,0,0,0
447,vietnamnet.vn,2012-03-21,23,1,0,0
448,vietnamnet.vn,2012-03-22,15,0,0,0
449,vietnamnet.vn,2012-03-23,22,0,0,0
450,vietnamnet.vn,2012-03-24,15,0,0,0
451,vietnamnet.vn,2012-03-25,1,0,0,0
452,vietnamnet.vn,2012-03-26,13,0,0,0
453,vietnamnet.vn,2012-03-27,16,0,0,0
