,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
802,13/11/2021,2,20,0,0
803,13/11/2022,1,0,0,0
804,13/12/2018,2,0,0,0
805,13/12/2022,2,0,0,0
806,14/01/2015,3,0,0,0
807,14/01/2019,1,0,0,0
808,14/01/2021,2,40,0,0
809,14/01/2022,1,0,0,0
810,14/01/2023,7,8,0,0
811,14/02/2015,4,360,504,300
812,14/02/2017,1,0,0,0
813,14/02/2019,5,0,0,0
814,14/02/2020,1,2,0,0
815,14/02/2022,3,0,0,0
816,14/02/2023,6,36,10,16
817,14/03/2017,2,0,0,0
818,14/03/2018,1,0,0,0
819,14/03/2019,3,0,0,0
820,14/03/2020,1,0,0,0
821,14/03/2022,1,0,0,0
822,14/03/2023,5,0,0,0
823,14/04/2014,6,0,0,0
824,14/04/2015,2,16,0,0
825,14/04/2020,1,0,0,0
826,14/04/2022,1,30,48,54
827,14/04/2023,5,2,0,0
828,14/05/2014,3,0,0,0
829,14/05/2015,4,0,42,0
830,14/05/2019,6,100,96,0
831,14/05/2020,6,24,52,16
832,14/05/2021,2,144,32,32
833,14/05/2023,2,8,0,0
834,14/06/2017,1,0,0,0
835,14/06/2019,1,0,0,0
836,14/06/2021,4,0,0,0
837,14/07/2014,1,0,0,0
838,14/07/2015,6,0,0,0
839,14/07/2017,4,0,0,0
840,14/07/2018,1,2,0,0
841,14/07/2020,4,50,120,25
842,14/07/2021,5,24,0,0
843,14/07/2022,3,24,0,0
844,14/07/2023,3,0,0,0
845,14/08/2014,3,0,0,0
846,14/08/2015,4,60,0,0
847,14/08/2017,2,0,0,0
848,14/08/2018,3,0,0,0
849,14/08/2020,2,0,0,0
850,14/08/2022,1,0,0,0
851,14/08/2023,1,12,0,0
852,14/09/2017,3,0,0,0
853,14/09/2020,3,0,0,0
854,14/09/2021,2,0,0,0
855,14/09/2022,3,0,0,0
856,14/10/2020,5,0,16,0
857,14/10/2021,5,0,20,8
858,14/10/2022,4,36,60,49
859,14/11/2014,3,0,0,0
860,14/11/2017,5,0,0,0
861,14/11/2018,5,0,0,0
862,14/11/2019,1,0,0,0
863,14/11/2020,1,0,0,0
864,14/11/2022,4,0,56,20
865,14/12/2015,1,0,0,0
866,14/12/2018,2,0,0,0
867,14/12/2021,3,32,15,24
868,14/12/2022,4,0,32,6
869,15/01/2015,5,0,0,0
870,15/01/2019,1,0,0,0
871,15/01/2020,4,0,0,0
872,15/02/2017,1,6,8,8
873,15/02/2018,1,0,0,0
874,15/02/2019,4,0,0,0
875,15/02/2020,1,0,0,0
876,15/02/2021,1,4,0,0
877,15/02/2022,1,0,0,0
878,15/02/2023,1,0,0,0
879,15/03/2019,1,0,0,0
880,15/03/2020,1,36,0,0
881,15/03/2022,4,0,0,0
882,15/03/2023,4,0,0,0
883,15/04/2014,1,0,0,0
884,15/04/2015,6,150,0,0
885,15/04/2020,2,0,0,0
886,15/04/2021,1,0,0,0
887,15/04/2022,2,0,0,0
888,15/04/2023,2,0,0,0
889,15/05/2015,4,0,0,0
890,15/05/2017,3,0,0,0
891,15/05/2018,3,0,0,0
892,15/05/2019,4,0,0,0
893,15/05/2020,3,20,0,0
894,15/05/2023,1,0,0,0
895,15/06/2015,3,0,0,0
896,15/06/2020,1,50,0,0
897,15/06/2021,1,4,0,0
898,15/06/2022,1,0,0,0
899,15/06/2023,3,0,0,0
900,15/07/2014,1,0,0,0
901,15/07/2015,3,16,54,12
902,15/07/2018,1,0,0,0
903,15/07/2021,7,60,0,0
904,15/07/2022,8,96,24,0
905,15/08/2019,3,0,0,0
906,15/08/2021,1,0,0,0
907,15/08/2022,1,0,0,0
908,15/08/2023,3,0,0,0
909,15/09/2016,2,0,0,0
910,15/09/2017,2,0,0,0
911,15/09/2020,2,0,0,0
912,15/09/2021,6,0,0,0
913,15/09/2022,2,0,0,0
914,15/10/2018,6,0,0,0
915,15/10/2020,4,30,0,0
916,15/10/2021,6,20,30,8
917,15/11/2018,2,0,0,0
918,15/11/2020,1,0,0,0
919,15/11/2021,4,24,0,0
920,15/11/2022,7,0,0,0
921,15/12/2014,11,32,0,0
922,15/12/2021,4,26,12,0
923,15/12/2022,9,44,112,40
924,16/01/2015,5,32,40,0
925,16/01/2020,2,24,0,0
926,16/01/2022,1,0,0,0
927,16/02/2023,1,0,0,0
928,16/03/2015,2,0,0,0
929,16/03/2018,2,0,0,0
930,16/03/2020,3,0,0,0
931,16/03/2021,1,0,0,0
932,16/03/2022,3,0,0,0
933,16/03/2023,4,0,0,0
934,16/04/2015,3,0,0,0
935,16/04/2020,2,0,0,0
936,16/05/2017,7,0,8,0
937,16/05/2018,2,0,0,0
938,16/05/2019,6,0,0,0
939,16/05/2020,1,0,0,0
940,16/05/2022,2,24,48,9
941,16/05/2023,4,0,0,0
942,16/06/2015,2,0,36,0
943,16/06/2020,2,0,0,0
944,16/06/2021,3,0,0,0
945,16/06/2022,4,88,354,210
946,16/06/2023,2,50,0,0
947,16/07/2015,2,60,0,0
948,16/07/2019,3,0,0,0
949,16/07/2020,5,10,0,0
950,16/07/2021,11,90,0,0
951,16/07/2022,4,24,0,0
952,16/08/2017,1,0,0,0
953,16/08/2019,1,0,0,0
954,16/08/2022,2,60,72,80
955,16/08/2023,2,0,0,0
956,16/09/2014,1,0,0,0
957,16/09/2016,4,36,0,0
958,16/09/2019,5,4,0,0
959,16/09/2020,1,25,0,0
960,16/09/2021,7,288,100,50
961,16/09/2022,3,0,0,0
962,16/10/2014,1,0,0,0
963,16/10/2020,4,2,0,0
964,16/10/2021,2,0,0,0
965,16/11/2021,10,277,32,0
966,16/11/2022,6,0,0,0
967,16/12/2014,4,6,2,1
968,16/12/2015,7,0,0,0
969,16/12/2020,2,0,0,0
970,16/12/2021,1,32,0,100
971,16/12/2022,3,88,81,108
972,17/01/2015,1,0,0,0
973,17/01/2017,1,0,0,0
974,17/01/2019,1,0,0,0
975,17/01/2020,1,0,0,0
976,17/01/2022,1,0,0,0
977,17/01/2023,3,0,0,0
978,17/02/2021,2,300,80,32
979,17/02/2022,5,0,0,0
980,17/02/2023,5,0,0,0
981,17/03/2015,2,0,0,0
982,17/03/2017,1,0,0,0
983,17/03/2020,1,0,0,0
984,17/03/2021,3,0,0,0
985,17/03/2023,7,56,30,24
986,17/04/2014,2,8,0,0
987,17/04/2015,2,0,0,0
988,17/04/2017,1,0,0,0
989,17/04/2019,1,0,0,0
990,17/04/2020,4,0,0,0
991,17/04/2023,7,0,0,0
992,17/05/2017,2,0,0,0
993,17/05/2018,1,0,0,0
994,17/05/2019,3,10,0,0
995,17/05/2020,1,0,0,0
996,17/05/2021,1,0,0,0
997,17/05/2022,2,0,0,0
998,17/05/2023,2,0,0,0
999,17/06/2014,3,4,0,0
1000,17/06/2015,9,24,0,0
1001,17/06/2019,5,12,0,0
1002,17/06/2020,1,0,0,0
1003,17/06/2021,2,0,0,0
1004,17/06/2022,2,0,0,0
1005,17/06/2023,3,0,0,0
1006,17/07/2015,2,0,0,0
1007,17/07/2019,2,0,0,0
1008,17/07/2022,1,0,0,0
1009,17/07/2023,1,0,0,0
1010,17/08/2019,1,0,10,0
1011,17/08/2021,4,0,4,0
1012,17/08/2022,5,80,0,0
1013,17/08/2023,2,72,90,72
1014,17/09/2014,1,0,0,0
1015,17/09/2019,4,48,0,0
1016,17/09/2020,2,12,0,0
1017,17/10/2014,7,168,24,0
1018,17/10/2018,1,0,0,0
1019,17/10/2022,1,0,0,0
1020,17/11/2014,4,100,0,0
1021,17/11/2017,4,0,0,0
1022,17/11/2021,3,0,90,50
1023,17/11/2022,6,0,0,0
1024,17/12/2014,5,80,144,75
1025,17/12/2018,4,3,5,3
1026,17/12/2020,1,0,140,0
1027,17/12/2021,3,50,0,0
1028,18/01/2019,1,0,0,0
1029,18/01/2020,1,0,0,0
1030,18/01/2023,2,0,0,0
1031,18/02/2019,2,0,0,0
1032,18/02/2020,4,0,0,0
1033,18/02/2021,1,0,0,0
1034,18/02/2023,1,0,0,0
1035,18/03/2014,1,0,0,0
1036,18/03/2015,1,0,0,0
1037,18/03/2019,1,0,0,0
1038,18/03/2022,3,320,80,64
1039,18/03/2023,1,0,0,0
1040,18/04/2017,1,0,0,0
1041,18/04/2019,2,0,0,0
1042,18/04/2020,4,0,0,0
1043,18/04/2021,1,0,0,0
1044,18/04/2022,1,0,60,40
1045,18/04/2023,7,172,48,30
1046,18/05/2016,3,0,0,0
1047,18/05/2019,1,0,0,0
1048,18/05/2020,1,0,0,0
1049,18/05/2021,1,0,0,0
1050,18/05/2022,4,12,0,0
1051,18/05/2023,8,180,30,18
1052,18/06/2014,4,0,0,0
1053,18/06/2015,6,0,0,0
1054,18/06/2019,3,0,0,0
1055,18/06/2020,4,0,0,0
1056,18/06/2021,1,0,0,0
1057,18/07/2015,1,0,0,0
1058,18/07/2017,3,18,0,0
1059,18/07/2018,1,0,0,0
1060,18/07/2019,8,0,0,0
1061,18/07/2022,3,72,16,18
1062,18/07/2023,3,0,0,0
1063,18/08/2014,3,0,0,0
1064,18/08/2015,1,0,0,0
1065,18/08/2017,4,0,0,0
1066,18/08/2020,1,0,0,0
1067,18/08/2021,5,0,0,0
1068,18/08/2022,4,3,0,0
1069,18/08/2023,2,0,10,10
1070,18/09/2014,1,0,0,0
1071,18/09/2015,1,0,0,0
1072,18/09/2018,1,3,15,6
1073,18/09/2019,5,0,0,0
1074,18/09/2020,3,24,62,62
1075,18/09/2021,1,0,0,0
1076,18/10/2017,6,0,0,0
1077,18/10/2018,2,36,0,0
1078,18/10/2020,1,0,0,0
1079,18/11/2014,6,0,0,0
1080,18/11/2017,1,0,0,0
1081,18/11/2019,1,0,0,0
1082,18/11/2020,3,0,0,0
1083,18/11/2021,2,0,0,0
1084,18/11/2022,5,32,0,0
1085,18/12/2014,4,36,12,0
1086,18/12/2019,1,0,0,0
1087,18/12/2022,1,64,20,16
1088,19/01/2015,4,48,12,0
1089,19/01/2019,1,40,112,50
1090,19/01/2020,2,0,0,0
1091,19/01/2021,1,16,0,0
1092,19/01/2022,1,0,0,0
1093,19/01/2023,3,60,0,0
1094,19/02/2020,3,64,0,0
1095,19/02/2021,2,0,0,0
1096,19/02/2022,1,0,0,0
1097,19/03/2014,1,0,0,0
1098,19/03/2015,7,0,0,0
1099,19/03/2020,3,36,0,0
1100,19/03/2021,1,0,0,0
1101,19/04/2019,2,0,0,0
1102,19/04/2020,1,0,0,0
1103,19/04/2022,3,0,0,0
1104,19/04/2023,8,95,70,12
1105,19/05/2014,3,0,0,0
1106,19/05/2015,5,0,0,0
1107,19/05/2017,2,0,0,0
1108,19/05/2019,1,0,0,0
1109,19/05/2020,5,15,18,12
1110,19/05/2021,1,0,0,0
1111,19/05/2022,3,64,20,16
1112,19/05/2023,1,0,0,0
1113,19/06/2015,6,0,0,0
1114,19/06/2019,3,0,0,0
1115,19/06/2020,1,0,0,0
1116,19/06/2023,4,64,40,0
1117,19/07/2017,4,120,0,0
1118,19/07/2019,7,0,0,0
1119,19/07/2020,1,32,0,0
1120,19/07/2021,8,0,0,0
1121,19/07/2022,3,172,72,0
1122,19/07/2023,7,24,0,0
1123,19/08/2015,1,0,0,0
1124,19/08/2019,1,0,0,0
1125,19/08/2021,2,180,120,240
1126,19/08/2022,2,40,24,48
1127,19/09/2017,2,0,0,0
1128,19/09/2018,1,0,0,0
1129,19/09/2022,6,69,0,0
1130,19/10/2018,1,0,0,0
1131,19/10/2020,2,0,0,0
1132,19/10/2021,1,0,0,0
1133,19/10/2022,3,144,50,40
1134,19/11/2014,8,27,32,0
1135,19/11/2019,1,0,0,0
1136,19/11/2020,3,0,0,0
1137,19/11/2021,4,0,0,0
1138,19/11/2022,1,0,10,0
1139,19/12/2014,3,24,12,0
1140,19/12/2022,5,201,408,84
1141,20/01/2015,3,209,140,40
1142,20/01/2020,1,0,0,0
1143,20/01/2021,2,0,0,0
1144,20/01/2022,1,12,0,0
1145,20/02/2017,1,0,0,0
1146,20/02/2019,6,0,0,0
1147,20/02/2020,1,0,0,0
1148,20/02/2023,6,40,0,0
1149,20/03/2014,1,0,0,0
1150,20/03/2015,9,0,24,0
1151,20/03/2019,3,0,0,0
1152,20/03/2020,6,0,0,0
1153,20/03/2022,1,8,0,0
1154,20/03/2023,3,0,0,0
1155,20/04/2015,1,0,0,0
1156,20/04/2016,2,0,0,0
1157,20/04/2017,7,0,0,0
1158,20/04/2018,2,0,0,0
1159,20/04/2019,1,0,0,0
1160,20/04/2020,4,12,4,0
1161,20/04/2021,3,25,0,0
1162,20/04/2022,2,0,0,0
1163,20/04/2023,1,4,0,0
1164,20/05/2015,6,0,0,0
1165,20/05/2017,1,0,0,0
1166,20/05/2019,2,0,0,0
1167,20/05/2020,2,75,0,0
1168,20/05/2022,4,45,0,0
1169,20/06/2014,1,0,0,0
1170,20/06/2019,3,0,0,0
1171,20/06/2021,1,0,0,0
1172,20/06/2022,3,128,40,96
1173,20/06/2023,3,24,0,0
1174,20/07/2015,2,0,0,0
1175,20/07/2018,3,0,0,0
1176,20/07/2021,4,0,25,0
1177,20/07/2022,4,172,0,450
1178,20/08/2015,2,0,0,0
1179,20/08/2019,6,0,0,0
1180,20/08/2020,5,104,80,0
1181,20/08/2021,2,0,0,0
1182,20/08/2022,1,0,0,0
1183,20/08/2023,1,0,0,0
1184,20/09/2015,1,0,0,0
1185,20/09/2017,1,0,0,0
1186,20/09/2018,2,0,0,0
1187,20/09/2019,5,0,0,0
1188,20/09/2021,3,0,0,0
1189,20/09/2022,6,0,0,0
1190,20/10/2018,1,0,0,0
1191,20/10/2020,2,0,0,0
1192,20/10/2021,3,72,0,0
1193,20/10/2022,7,160,125,20
1194,20/11/2014,2,16,0,0
1195,20/11/2018,1,0,0,0
1196,20/11/2020,2,3,0,0
1197,20/11/2021,1,0,0,0
1198,20/12/2018,1,0,0,0
1199,20/12/2019,1,4,0,0
1200,20/12/2020,1,0,0,0
1201,20/12/2021,1,0,0,0
1202,20/12/2022,7,380,430,215
1203,21/01/2015,5,0,24,0
1204,21/01/2019,1,4,0,0
1205,21/01/2021,1,0,0,0
1206,21/01/2022,3,0,0,0
1207,21/01/2023,1,0,0,0
1208,21/02/2014,1,15,0,0
1209,21/02/2020,1,0,0,0
1210,21/02/2022,2,0,0,0
1211,21/02/2023,2,0,0,0
1212,21/03/2015,1,0,8,1
1213,21/03/2017,4,0,0,0
1214,21/03/2022,4,0,0,0
1215,21/03/2023,7,78,50,32
1216,21/04/2014,2,0,0,0
1217,21/04/2015,1,0,0,0
1218,21/04/2017,1,0,0,0
1219,21/04/2020,3,0,0,0
1220,21/04/2022,4,16,0,0
1221,21/04/2023,1,0,0,0
1222,21/05/2014,3,16,16,0
1223,21/05/2015,5,46,41,24
1224,21/05/2018,1,0,0,0
1225,21/05/2019,2,84,120,20
1226,21/05/2020,4,48,0,0
1227,21/05/2021,4,9,0,0
1228,21/05/2022,1,0,0,0
1229,21/05/2023,1,0,0,0
1230,21/06/2018,3,0,0,0
1231,21/06/2019,2,0,0,0
1232,21/06/2021,2,0,0,0
1233,21/06/2022,3,0,0,0
1234,21/06/2023,3,0,0,0
1235,21/07/2014,1,24,0,0
1236,21/07/2015,4,0,0,0
1237,21/07/2017,2,0,0,0
1238,21/07/2020,3,0,0,0
1239,21/07/2021,6,0,0,0
1240,21/07/2022,4,32,20,16
1241,21/07/2023,9,6,34,27
1242,21/08/2014,1,0,0,0
1243,21/08/2015,5,0,0,0
1244,21/08/2019,1,0,0,0
1245,21/08/2020,2,0,0,0
1246,21/08/2021,2,12,0,0
1247,21/08/2023,4,24,0,0
1248,21/09/2017,2,0,0,0
1249,21/09/2018,3,0,60,0
1250,21/09/2020,3,0,0,0
1251,21/09/2021,3,0,0,0
1252,21/09/2022,2,6,6,0
1253,21/10/2014,3,0,0,0
1254,21/10/2020,2,0,0,0
1255,21/10/2021,5,12,0,0
1256,21/10/2022,6,72,15,0
1257,21/11/2014,11,27,0,0
1258,21/11/2018,2,0,0,0
1259,21/11/2021,1,0,0,0
1260,21/11/2022,5,0,0,0
1261,21/12/2015,7,0,0,0
1262,21/12/2018,3,0,0,0
1263,21/12/2020,1,0,0,0
1264,21/12/2021,3,36,54,16
1265,21/12/2022,6,20,0,0
1266,22/01/2015,2,40,25,40
1267,22/01/2019,2,0,0,0
1268,22/01/2020,1,192,0,0
1269,22/01/2021,2,0,0,0
1270,22/01/2022,4,0,0,0
1271,22/01/2023,2,16,0,4
1272,22/02/2016,5,0,0,0
1273,22/02/2017,1,0,0,0
1274,22/02/2019,4,0,0,0
1275,22/02/2022,1,0,0,0
1276,22/02/2023,5,0,0,0
1277,22/03/2017,1,0,0,0
1278,22/03/2019,1,0,0,0
1279,22/03/2022,5,0,0,0
1280,22/03/2023,7,3,0,0
1281,22/04/2015,6,0,16,0
1282,22/04/2016,1,0,0,0
1283,22/04/2020,1,0,0,0
1284,22/04/2021,2,0,0,0
1285,22/04/2022,3,150,60,60
1286,22/05/2015,4,0,0,0
1287,22/05/2017,1,0,0,0
1288,22/05/2019,3,0,0,0
1289,22/05/2020,2,3,0,0
1290,22/05/2022,1,0,0,0
1291,22/05/2023,3,0,0,0
1292,22/06/2015,2,12,0,0
1293,22/06/2016,1,0,0,0
1294,22/06/2017,1,0,0,0
1295,22/06/2020,4,75,60,0
1296,22/06/2021,1,0,0,0
1297,22/06/2023,6,160,0,0
1298,22/07/2015,2,0,0,0
1299,22/07/2019,1,0,0,0
1300,22/07/2021,3,20,0,0
1301,22/07/2022,1,0,0,0
1302,22/07/2023,1,0,0,0
1303,22/08/2017,4,0,0,0
1304,22/08/2019,9,0,0,0
1305,22/08/2020,1,0,0,0
1306,22/08/2021,1,0,0,0
1307,22/08/2022,3,2,0,0
1308,22/09/2021,6,0,0,0
1309,22/09/2022,1,0,0,0
1310,22/10/2014,4,9,0,0
1311,22/10/2020,6,0,12,0
1312,22/10/2021,5,24,26,6
1313,22/10/2022,1,0,0,0
1314,22/11/2018,2,0,0,0
1315,22/11/2020,2,0,0,0
1316,22/11/2021,4,100,24,0
1317,22/11/2022,5,205,20,30
1318,22/12/2014,7,48,25,30
1319,22/12/2019,1,0,0,0
1320,22/12/2020,2,216,168,60
1321,22/12/2021,1,0,0,0
1322,22/12/2022,4,18,24,9
1323,23/01/2015,5,0,0,0
1324,23/01/2019,1,0,0,0
1325,23/01/2023,2,366,90,225
1326,23/02/2017,1,0,0,0
1327,23/02/2018,2,0,0,0
1328,23/02/2019,1,0,0,0
1329,23/02/2021,1,0,0,0
1330,23/02/2022,2,0,0,0
1331,23/02/2023,5,0,0,0
1332,23/03/2015,2,0,0,0
1333,23/03/2020,1,0,0,0
1334,23/03/2021,1,0,0,0
1335,23/03/2022,2,60,30,25
1336,23/03/2023,8,24,8,6
1337,23/04/2014,7,0,0,0
1338,23/04/2015,7,0,60,0
1339,23/04/2016,1,9,24,0
1340,23/04/2018,1,0,0,0
1341,23/04/2019,1,0,0,0
1342,23/04/2020,5,0,0,0
1343,23/04/2021,2,125,0,0
1344,23/05/2014,4,0,0,0
1345,23/05/2018,1,0,0,0
1346,23/05/2019,3,0,0,0
1347,23/05/2021,4,0,0,0
1348,23/05/2022,5,0,0,0
1349,23/05/2023,4,30,18,0
1350,23/06/2014,2,0,0,0
1351,23/06/2015,8,0,0,0
1352,23/06/2021,1,0,0,0
1353,23/06/2022,2,12,0,0
1354,23/06/2023,2,0,0,0
1355,23/07/2014,1,0,0,0
1356,23/07/2015,1,0,0,0
1357,23/07/2019,5,5,6,0
1358,23/07/2020,3,0,0,0
1359,23/07/2021,6,210,32,32
1360,23/07/2022,1,0,0,0
1361,23/07/2023,1,0,0,0
1362,23/08/2019,3,0,0,0
1363,23/08/2021,5,0,0,0
1364,23/08/2022,5,15,0,0
1365,23/08/2023,3,0,0,0
1366,23/09/2014,2,0,0,0
1367,23/09/2015,2,72,230,45
1368,23/09/2017,1,0,0,0
1369,23/09/2019,4,0,0,0
1370,23/09/2020,1,0,0,0
1371,23/09/2021,1,0,0,0
1372,23/09/2022,2,0,0,0
1373,23/10/2014,5,18,0,0
1374,23/10/2015,3,0,0,0
1375,23/10/2018,1,0,0,0
1376,23/10/2020,6,75,0,0
1377,23/11/2018,2,0,0,0
1378,23/11/2020,1,6,0,0
1379,23/11/2021,1,0,0,0
1380,23/11/2022,2,4,25,20
1381,23/12/2014,3,0,4,0
1382,23/12/2019,2,0,0,0
1383,23/12/2020,3,80,0,0
1384,23/12/2022,5,48,40,0
1385,24/01/2022,2,0,0,0
1386,24/01/2023,1,4,0,0
1387,24/02/2015,1,0,0,0
1388,24/02/2020,2,0,0,0
1389,24/02/2021,2,0,0,0
1390,24/02/2023,6,0,0,0
1391,24/03/2015,2,0,0,0
1392,24/03/2021,2,135,0,0
1393,24/03/2022,3,0,0,0
1394,24/03/2023,7,128,75,180
1395,24/04/2014,4,0,0,0
1396,24/04/2015,11,0,0,0
1397,24/04/2016,1,0,0,0
1398,24/04/2017,5,0,0,0
1399,24/04/2019,1,0,0,0
1400,24/04/2020,4,0,0,0
1401,24/04/2021,1,0,0,0
1402,24/04/2023,4,24,24,0
1403,24/05/2016,6,2,0,0
1404,24/05/2017,5,9,0,0
1405,24/05/2018,3,0,0,0
1406,24/05/2019,2,0,0,0
1407,24/05/2021,2,0,0,0
1408,24/05/2022,3,24,15,12
1409,24/05/2023,2,48,30,8
1410,24/06/2015,6,0,0,0
1411,24/06/2016,1,0,0,0
1412,24/06/2019,2,0,0,0
1413,24/06/2020,4,0,0,0
1414,24/06/2021,2,8,5,0
1415,24/06/2022,1,0,0,0
1416,24/07/2020,1,0,0,0
1417,24/07/2021,3,0,0,0
1418,24/08/2017,3,0,0,0
1419,24/08/2021,4,0,0,0
1420,24/08/2022,6,90,96,162
1421,24/08/2023,2,0,0,0
1422,24/09/2015,1,0,0,0
1423,24/09/2016,2,0,0,0
1424,24/09/2019,3,0,0,0
1425,24/09/2020,1,0,0,0
1426,24/09/2021,2,0,0,0
1427,24/09/2022,3,0,0,0
1428,24/10/2014,7,72,0,0
1429,24/10/2018,1,0,0,0
1430,24/10/2021,1,0,0,0
1431,24/10/2022,2,0,0,0
1432,24/11/2014,2,0,0,12
1433,24/11/2019,2,4,0,0
1434,24/11/2020,3,150,0,0
1435,24/11/2021,3,0,0,0
1436,24/11/2022,6,0,0,0
1437,24/12/2013,1,216,126,108
1438,24/12/2014,8,393,396,290
1439,24/12/2015,1,24,18,0
1440,24/12/2018,1,0,0,0
1441,24/12/2019,1,0,0,0
1442,24/12/2020,1,90,0,0
1443,24/12/2021,3,0,48,20
1444,25/01/2019,3,16,15,0
1445,25/01/2022,2,0,0,0
1446,25/01/2023,1,4,0,0
1447,25/02/2015,2,0,0,0
1448,25/02/2016,2,0,0,0
1449,25/02/2019,4,0,0,0
1450,25/02/2020,2,0,0,0
1451,25/02/2021,2,0,0,0
1452,25/02/2022,2,384,150,360
1453,25/03/2014,1,0,0,0
1454,25/03/2015,8,0,0,0
1455,25/03/2019,6,0,0,0
1456,25/03/2020,2,0,0,0
1457,25/03/2021,3,0,0,0
1458,25/03/2022,4,0,0,0
1459,25/04/2014,3,80,30,0
1460,25/04/2015,1,0,0,0
1461,25/04/2016,2,0,0,0
1462,25/04/2019,3,0,0,0
1463,25/04/2020,3,0,0,0
1464,25/04/2022,2,0,0,0
1465,25/04/2023,2,0,0,0
1466,25/05/2015,3,0,0,0
1467,25/05/2016,4,0,0,0
1468,25/05/2017,1,0,0,0
1469,25/05/2018,2,0,0,0
1470,25/05/2019,4,0,0,0
1471,25/05/2020,4,30,32,0
1472,25/05/2021,4,0,0,0
1473,25/05/2022,1,0,10,0
1474,25/05/2023,3,0,0,0
1475,25/06/2014,6,0,0,0
1476,25/06/2015,6,0,0,0
1477,25/06/2018,1,0,0,0
1478,25/06/2019,4,4,6,0
1479,25/06/2021,5,0,0,0
1480,25/06/2022,1,0,0,0
1481,25/07/2014,3,0,0,0
1482,25/07/2019,5,0,0,0
1483,25/07/2022,4,4,6,4
1484,25/07/2023,5,8,0,0
1485,25/08/2014,3,0,0,0
1486,25/08/2015,1,0,0,0
1487,25/08/2017,1,0,0,0
1488,25/08/2020,2,0,0,0
1489,25/08/2021,4,0,0,0
1490,25/08/2022,4,18,0,0
1491,25/08/2023,3,0,0,0
1492,25/09/2015,1,0,0,0
1493,25/09/2017,1,0,0,0
1494,25/09/2018,3,0,0,0
1495,25/09/2019,1,0,0,0
1496,25/09/2020,3,0,0,0
1497,25/09/2021,3,0,0,0
1498,25/09/2022,1,0,0,0
1499,25/10/2017,1,0,0,0
1500,25/10/2018,1,0,0,0
1501,25/10/2020,2,0,0,0
1502,25/10/2021,3,0,0,0
1503,25/10/2022,2,6,0,0
1504,25/11/2014,9,1,0,0
1505,25/11/2017,1,0,0,0
1506,25/11/2020,1,0,0,0
1507,25/11/2021,2,12,0,0
1508,25/11/2022,8,288,411,413
1509,25/12/2014,5,120,90,99
1510,25/12/2016,1,0,0,0
1511,25/12/2018,1,0,0,0
1512,25/12/2019,1,0,0,0
1513,25/12/2020,2,0,0,0
1514,25/12/2021,1,0,0,0
1515,26/01/2015,6,6,0,0
1516,26/01/2019,2,0,0,0
1517,26/01/2021,3,12,15,0
1518,26/01/2022,1,0,0,0
1519,26/01/2023,1,30,16,0
1520,26/02/2015,1,0,0,0
1521,26/02/2016,1,0,0,0
1522,26/02/2019,2,0,0,0
1523,26/02/2020,1,12,24,0
1524,26/02/2021,1,0,0,0
1525,26/02/2023,1,0,0,0
1526,26/03/2015,3,0,0,0
1527,26/03/2019,2,8,0,0
1528,26/03/2020,1,0,0,0
1529,26/03/2023,1,0,0,0
1530,26/04/2016,3,0,0,0
1531,26/04/2017,5,2,0,0
1532,26/04/2019,4,0,0,0
1533,26/04/2020,2,8,0,0
1534,26/04/2021,1,0,0,0
1535,26/04/2022,3,0,0,0
1536,26/04/2023,1,0,0,0
1537,26/05/2014,1,0,0,0
1538,26/05/2015,2,16,0,0
1539,26/05/2017,2,0,0,0
1540,26/05/2019,2,0,0,0
1541,26/05/2020,4,2,0,0
1542,26/05/2021,4,0,0,0
1543,26/05/2022,3,40,20,0
1544,26/05/2023,6,4,0,0
1545,26/06/2015,5,0,0,0
1546,26/06/2017,1,0,0,0
1547,26/06/2018,2,0,0,0
1548,26/06/2019,4,0,6,0
1549,26/06/2020,1,0,0,0
1550,26/06/2021,1,2,0,0
1551,26/06/2023,1,0,0,0
1552,26/07/2017,4,9,0,0
1553,26/07/2018,2,240,100,384
1554,26/07/2019,2,0,0,0
1555,26/07/2021,6,40,0,0
1556,26/07/2022,3,0,0,0
1557,26/08/2014,4,0,0,0
1558,26/08/2015,3,0,0,0
1559,26/08/2017,1,0,0,0
1560,26/08/2019,3,0,0,0
1561,26/08/2020,8,72,100,0
1562,26/08/2021,7,12,0,0
1563,26/08/2022,3,60,0,0
1564,26/09/2014,6,0,0,0
1565,26/09/2017,3,0,0,0
1566,26/09/2018,1,0,0,0
1567,26/09/2019,7,68,6,0
1568,26/09/2020,1,0,0,0
1569,26/09/2022,1,0,0,0
1570,26/10/2018,1,0,0,0
1571,26/10/2020,3,0,0,0
1572,26/10/2021,3,200,0,216
1573,26/10/2022,2,0,0,0
1574,26/11/2014,7,36,6,0
1575,26/11/2018,9,0,0,0
1576,26/11/2019,2,0,0,0
1577,26/11/2020,2,0,0,0
1578,26/11/2021,1,0,0,0
1579,26/11/2022,1,45,200,72
1580,26/12/2014,3,21,0,0
1581,26/12/2018,1,0,0,0
1582,26/12/2020,1,0,0,0
1583,26/12/2021,1,36,0,0
1584,26/12/2022,2,12,0,0
1585,27/01/2015,7,24,0,0
1586,27/01/2021,1,0,0,0
1587,27/01/2022,1,0,0,0
