,PAPER,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
461,sbv.gov.vn,2008-04-14,2,0,0,0
462,sbv.gov.vn,2008-04-16,3,64,150,375
463,sbv.gov.vn,2008-04-17,1,0,0,0
464,sbv.gov.vn,2008-04-23,1,0,0,0
465,sbv.gov.vn,2008-04-25,4,24,0,12
466,sbv.gov.vn,2008-04-29,3,0,0,0
467,sbv.gov.vn,2008-05-02,1,0,0,0
468,sbv.gov.vn,2008-05-05,1,0,0,0
469,sbv.gov.vn,2008-05-07,3,0,0,0
470,sbv.gov.vn,2008-05-08,1,0,0,0
471,sbv.gov.vn,2008-05-12,2,0,0,6
472,sbv.gov.vn,2008-05-13,2,240,72,135
473,sbv.gov.vn,2008-05-14,1,0,0,0
474,sbv.gov.vn,2008-05-16,2,0,0,0
475,sbv.gov.vn,2008-05-19,2,0,0,0
476,sbv.gov.vn,2008-05-20,5,2,0,8
477,sbv.gov.vn,2008-05-22,1,0,0,0
478,sbv.gov.vn,2008-05-23,2,0,0,0
479,sbv.gov.vn,2008-05-26,3,0,0,0
480,sbv.gov.vn,2008-05-27,4,3,0,3
481,sbv.gov.vn,2008-05-29,3,0,0,0
482,sbv.gov.vn,2008-05-30,2,0,0,0
483,sbv.gov.vn,2008-06-02,1,0,0,0
484,sbv.gov.vn,2008-06-03,4,0,20,30
485,sbv.gov.vn,2008-06-04,1,0,0,0
486,sbv.gov.vn,2008-06-05,3,0,0,0
487,sbv.gov.vn,2008-06-06,1,12,0,16
488,sbv.gov.vn,2008-06-09,1,0,0,0
489,sbv.gov.vn,2008-06-10,3,0,0,0
490,sbv.gov.vn,2008-06-12,1,0,0,0
491,sbv.gov.vn,2008-06-13,2,0,0,0
492,sbv.gov.vn,2008-06-15,2,0,0,0
493,sbv.gov.vn,2008-06-16,1,0,0,0
494,sbv.gov.vn,2008-06-17,1,0,0,0
495,sbv.gov.vn,2008-06-18,1,0,0,0
496,sbv.gov.vn,2008-06-19,2,9,0,0
497,sbv.gov.vn,2008-06-20,1,0,0,0
498,sbv.gov.vn,2008-06-23,1,0,0,0
499,sbv.gov.vn,2008-06-24,3,18,6,36
500,sbv.gov.vn,2008-06-25,1,0,0,0
